transcript,protein,uniprot,align,identity,evalue,name,lineage,domain,genus
TRINITY_DN12545_c1_g1_i1,TRINITY_DN12545_c1_g1_i1.p1,ZN846_HUMAN,"Q:469-5,H:247-409",57.055,1.16E-53,Zinc finger protein 846,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12545_c1_g1_i3,TRINITY_DN12545_c1_g1_i3.p1,ZN846_HUMAN,"Q:454-5,H:260-409",56.667,3.43E-51,Zinc finger protein 846,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12546_c0_g2_i1,TRINITY_DN12546_c0_g2_i1.p1,LIPR2_CAVPO,"Q:297-1001,H:1-239",42.739,3.13E-48,Pancreatic lipase-related protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Caviidae; Cavia,Eukaryota,Cavia
TRINITY_DN12546_c0_g2_i2,TRINITY_DN12546_c0_g2_i2.p1,LIPR1_HUMAN,"Q:300-1262,H:19-349",39.339,3.51E-64,Inactive pancreatic lipase-related protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12546_c2_g1_i1,TRINITY_DN12546_c2_g1_i1.p1,DCDA_ORYSJ,"Q:1853-396,H:77-486",39.468,1.24E-108,"Probable diaminopimelate decarboxylase, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa,Eukaryota,Oryza sativa
TRINITY_DN12546_c2_g1_i3,TRINITY_DN12546_c2_g1_i3.p1,DCDA_ORYSJ,"Q:779-396,H:372-486",50,6.54E-30,"Probable diaminopimelate decarboxylase, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa,Eukaryota,Oryza sativa
TRINITY_DN125490_c1_g2_i1,TRINITY_DN125490_c1_g2_i1.p1,APC7_HUMAN,"Q:1902-232,H:34-593",39.474,3.40E-131,Anaphase-promoting complex subunit 7,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1255_c9_g1_i2,TRINITY_DN1255_c9_g1_i2.p1,GANAB_PIG,"Q:4334-1554,H:34-943",52.095,0,Neutral alpha-glucosidase AB,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus,Eukaryota,Sus
TRINITY_DN125517_c0_g1_i1,TRINITY_DN125517_c0_g1_i1.p1,NPFF2_HUMAN,"Q:12-260,H:368-446",36.782,3.99E-07,Neuropeptide FF receptor 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN125526_c0_g1_i1,TRINITY_DN125526_c0_g1_i1.p1,GLU2B_MOUSE,"Q:139-588,H:361-501",33.766,2.03E-15,Glucosidase 2 subunit beta,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN125536_c0_g1_i1,NA,CASP8_HUMAN,"Q:11-280,H:226-317",44.565,9.59E-17,Caspase-8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1256_c0_g2_i1,TRINITY_DN1256_c0_g2_i1.p1,LMBD1_NEMVE,"Q:186-1727,H:1-526",47.556,2.09E-125,Probable lysosomal cobalamin transporter,Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella,Eukaryota,Nematostella
TRINITY_DN1256_c3_g1_i2,TRINITY_DN1256_c3_g1_i2.p1,TM209_HUMAN,"Q:1606-2631,H:211-559",45.714,3.75E-99,Transmembrane protein 209,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12560_c0_g1_i1,TRINITY_DN12560_c0_g1_i1.p2,ZCHC8_DROME,"Q:2875-2375,H:418-547",31.548,4.96E-06,Zinc finger CCHC domain-containing protein 8 homolog,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN12560_c0_g1_i5,TRINITY_DN12560_c0_g1_i5.p1,ZCHC8_MOUSE,"Q:1456-425,H:72-401",36.782,4.38E-61,Zinc finger CCHC domain-containing protein 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12560_c0_g1_i6,TRINITY_DN12560_c0_g1_i6.p1,ZCHC8_MOUSE,"Q:4213-3182,H:72-401",36.782,9.93E-59,Zinc finger CCHC domain-containing protein 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12560_c0_g1_i9,TRINITY_DN12560_c0_g1_i9.p1,ZCHC8_MOUSE,"Q:4156-3125,H:72-401",36.782,9.72E-59,Zinc finger CCHC domain-containing protein 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12561_c0_g2_i5,TRINITY_DN12561_c0_g2_i5.p1,4CLL6_ORYSJ,"Q:1226-1804,H:357-553",31.98,9.05E-23,4-coumarate--CoA ligase-like 6,Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa,Eukaryota,Oryza sativa
TRINITY_DN12565_c0_g1_i12,TRINITY_DN12565_c0_g1_i12.p1,MCFD2_RAT,"Q:1604-1272,H:47-141",37.5,1.08E-16,Multiple coagulation factor deficiency protein 2 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12565_c0_g1_i4,TRINITY_DN12565_c0_g1_i4.p1,MCFD2_RAT,"Q:1646-1314,H:47-141",37.5,1.11E-16,Multiple coagulation factor deficiency protein 2 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12565_c0_g1_i5,TRINITY_DN12565_c0_g1_i5.p1,MCFD2_RAT,"Q:1607-1275,H:47-141",37.5,1.08E-16,Multiple coagulation factor deficiency protein 2 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12565_c0_g1_i6,TRINITY_DN12565_c0_g1_i6.p1,MCFD2_RAT,"Q:1655-1323,H:47-141",37.5,1.11E-16,Multiple coagulation factor deficiency protein 2 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12566_c0_g1_i2,TRINITY_DN12566_c0_g1_i2.p2,B2L13_HUMAN,"Q:3385-2930,H:55-200",25,1.11E-07,Bcl-2-like protein 13,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12566_c0_g1_i4,TRINITY_DN12566_c0_g1_i4.p1,B2L13_HUMAN,"Q:2673-2218,H:55-200",25,3.25E-08,Bcl-2-like protein 13,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12566_c0_g1_i5,TRINITY_DN12566_c0_g1_i5.p1,B2L13_HUMAN,"Q:3369-2914,H:55-200",25,1.11E-07,Bcl-2-like protein 13,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12567_c0_g1_i1,TRINITY_DN12567_c0_g1_i1.p1,CALM_PLAFA,"Q:304-747,H:1-148",48.649,9.70E-41,Calmodulin,Eukaryota; Alveolata; Apicomplexa; Aconoidasida; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Laverania),Eukaryota,Plasmodium (Laverania)
TRINITY_DN12567_c0_g1_i2,TRINITY_DN12567_c0_g1_i2.p1,CALM_PLAFA,"Q:304-723,H:1-140",47.143,5.96E-38,Calmodulin,Eukaryota; Alveolata; Apicomplexa; Aconoidasida; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Laverania),Eukaryota,Plasmodium (Laverania)
TRINITY_DN12567_c0_g1_i3,TRINITY_DN12567_c0_g1_i3.p1,CALM_PLAFA,"Q:304-747,H:1-148",48.649,4.96E-41,Calmodulin,Eukaryota; Alveolata; Apicomplexa; Aconoidasida; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Laverania),Eukaryota,Plasmodium (Laverania)
TRINITY_DN12568_c0_g1_i6,TRINITY_DN12568_c0_g1_i6.p1,RPAP3_XENTR,"Q:464-1621,H:270-655",35.84,3.05E-50,RNA polymerase II-associated protein 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana,Eukaryota,Silurana
TRINITY_DN12569_c2_g1_i2,TRINITY_DN12569_c2_g1_i2.p1,LRIQ1_MOUSE,"Q:1817-1251,H:892-1080",30.89,1.57E-10,Leucine-rich repeat and IQ domain-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12569_c2_g1_i5,TRINITY_DN12569_c2_g1_i5.p1,LRIQ1_MOUSE,"Q:1793-1227,H:892-1080",30.89,1.54E-10,Leucine-rich repeat and IQ domain-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12569_c2_g1_i6,TRINITY_DN12569_c2_g1_i6.p1,LRIQ1_MOUSE,"Q:1745-1179,H:892-1080",30.89,2.67E-10,Leucine-rich repeat and IQ domain-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12569_c2_g1_i8,TRINITY_DN12569_c2_g1_i8.p1,LRIQ1_MOUSE,"Q:1769-1203,H:892-1080",30.89,2.73E-10,Leucine-rich repeat and IQ domain-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN125693_c0_g1_i1,TRINITY_DN125693_c0_g1_i1.p1,GT253_HUMAN,"Q:230-1804,H:31-553",48.19,3.68E-180,Inactive glycosyltransferase 25 family member 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN125694_c0_g2_i1,TRINITY_DN125694_c0_g2_i1.p1,TRM4B_SCHPO,"Q:3-329,H:21-128",42.857,3.81E-18,Multisite-specific tRNA:(cytosine-C(5))-methyltransferase trm4b,Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN125696_c0_g1_i1,TRINITY_DN125696_c0_g1_i1.p1,GRID1_MOUSE,"Q:604-197,H:696-841",28.378,1.25E-09,"Glutamate receptor ionotropic, delta-1",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN125696_c0_g2_i1,TRINITY_DN125696_c0_g2_i1.p1,GRIK4_HUMAN,"Q:681-7,H:430-674",32.114,1.41E-26,"Glutamate receptor ionotropic, kainate 4",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN125696_c0_g2_i2,NA,GRIK4_RAT,"Q:204-7,H:608-674",40.299,2.19E-06,"Glutamate receptor ionotropic, kainate 4",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN1257_c0_g1_i5,TRINITY_DN1257_c0_g1_i5.p1,ANX11_RABIT,"Q:3682-2774,H:198-500",55.116,1.27E-94,Annexin A11,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus,Eukaryota,Oryctolagus
TRINITY_DN1257_c0_g1_i6,TRINITY_DN1257_c0_g1_i6.p1,ANX11_MOUSE,"Q:3738-2809,H:191-500",54.839,7.17E-96,Annexin A11,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN1257_c1_g1_i3,TRINITY_DN1257_c1_g1_i3.p1,NAPEP_BOVIN,"Q:131-1084,H:60-380",53.416,3.41E-120,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN1257_c1_g1_i4,TRINITY_DN1257_c1_g1_i4.p1,NAPEP_BOVIN,"Q:305-1258,H:60-380",53.416,1.90E-119,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN125704_c0_g1_i1,TRINITY_DN125704_c0_g1_i1.p1,SC5A7_DROME,"Q:1910-249,H:2-565",61.092,0,High-affinity choline transporter 1,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN125735_c0_g1_i3,TRINITY_DN125735_c0_g1_i3.p1,BIRC3_MOUSE,"Q:656-1462,H:27-334",27.476,8.00E-26,Baculoviral IAP repeat-containing protein 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12574_c1_g1_i2,TRINITY_DN12574_c1_g1_i2.p1,RIAD1_HUMAN,"Q:368-604,H:7-85",62.025,8.43E-26,RIIa domain-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12574_c1_g1_i4,TRINITY_DN12574_c1_g1_i4.p1,RIAD1_HUMAN,"Q:368-604,H:7-85",62.025,9.04E-26,RIIa domain-containing protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN12574_c2_g1_i1,TRINITY_DN12574_c2_g1_i1.p1,ROST_DROME,"Q:929-192,H:7-256",28.295,7.44E-20,Protein rolling stone,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN12574_c2_g1_i4,TRINITY_DN12574_c2_g1_i4.p1,ROST_DROME,"Q:929-192,H:7-256",28.295,2.42E-20,Protein rolling stone,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN125744_c0_g1_i1,TRINITY_DN125744_c0_g1_i1.p1,PLAP_RAT,"Q:2-310,H:87-189",40.385,2.88E-17,Phospholipase A-2-activating protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN125744_c0_g2_i1,NA,PLAP_XENLA,"Q:272-3,H:13-100",37.778,9.60E-11,Phospholipase A-2-activating protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN12575_c0_g1_i2,TRINITY_DN12575_c0_g1_i2.p1,CDC42_DROPS,"Q:1130-597,H:1-180",46.667,4.61E-52,Cdc42 homolog,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN125759_c0_g1_i1,NA,ACOC_RAT,"Q:91-2,H:518-547",66.667,3.50E-06,Cytoplasmic aconitate hydratase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN12576_c0_g1_i1,TRINITY_DN12576_c0_g1_i1.p1,TM2D2_DROME,"Q:1494-1108,H:95-223",63.566,6.35E-36,TM2 domain-containing protein CG11103,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN12576_c0_g1_i2,TRINITY_DN12576_c0_g1_i2.p1,TM2D2_DROME,"Q:1571-1128,H:76-223",62.162,8.55E-44,TM2 domain-containing protein CG11103,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN12576_c0_g1_i3,TRINITY_DN12576_c0_g1_i3.p1,TM2D2_DROME,"Q:1556-1113,H:76-223",62.162,8.02E-44,TM2 domain-containing protein CG11103,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN12576_c0_g1_i4,TRINITY_DN12576_c0_g1_i4.p1,TM2D2_DROME,"Q:1523-1137,H:95-223",63.566,7.18E-36,TM2 domain-containing protein CG11103,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN12576_c0_g1_i8,TRINITY_DN12576_c0_g1_i8.p1,TM2D2_DROME,"Q:1496-1110,H:95-223",63.566,6.35E-36,TM2 domain-containing protein CG11103,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN125767_c0_g1_i1,NA,YTX2_XENLA,"Q:152-259,H:513-547",47.222,1.38E-06,Transposon TX1 uncharacterized 149 kDa protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN12577_c0_g1_i13,NA,ANR23_MOUSE,"Q:312-130,H:194-253",42.623,3.41E-08,Ankyrin repeat domain-containing protein 23,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12577_c0_g1_i14,NA,SECG_DICDI,"Q:569-3,H:287-471",31.401,5.79E-16,"Ankyrin repeat, PH and SEC7 domain containing protein secG",Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium,Eukaryota,Dictyostelium
TRINITY_DN12577_c0_g1_i2,NA,TNI3K_MOUSE,"Q:266-36,H:132-204",41.558,1.04E-07,Serine/threonine-protein kinase TNNI3K,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN12577_c0_g1_i3,TRINITY_DN12577_c0_g1_i3.p1,SECG_DICDI,"Q:517-290,H:301-394",32.979,9.86E-12,"Ankyrin repeat, PH and SEC7 domain containing protein secG",Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium,Eukaryota,Dictyostelium
TRINITY_DN12577_c0_g1_i4,TRINITY_DN12577_c0_g1_i4.p1,SECG_DICDI,"Q:550-131,H:337-473",37.857,6.89E-18,"Ankyrin repeat, PH and SEC7 domain containing protein secG",Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium,Eukaryota,Dictyostelium
TRINITY_DN12577_c0_g1_i6,TRINITY_DN12577_c0_g1_i6.p1,SECG_DICDI,"Q:693-277,H:138-273",38.129,3.88E-17,"Ankyrin repeat, PH and SEC7 domain containing protein secG",Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium,Eukaryota,Dictyostelium
TRINITY_DN12577_c0_g1_i8,TRINITY_DN12577_c0_g1_i8.p1,TNI3K_MOUSE,"Q:609-283,H:120-211",39.45,4.40E-10,Serine/threonine-protein kinase TNNI3K,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN125778_c0_g1_i1,TRINITY_DN125778_c0_g1_i1.p1,LIN41_DANRE,"Q:2-220,H:112-194",53.012,9.64E-20,E3 ubiquitin-protein ligase TRIM71,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN125778_c0_g2_i1,NA,LIN41_CHICK,"Q:281-9,H:340-430",52.747,2.03E-07,E3 ubiquitin-protein ligase TRIM71,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN12579_c0_g2_i2,TRINITY_DN12579_c0_g2_i2.p1,RWDD3_XENTR,"Q:779-39,H:7-264",36.822,8.28E-47,RWD domain-containing protein 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana,Eukaryota,Silurana
TRINITY_DN12579_c0_g2_i5,TRINITY_DN12579_c0_g2_i5.p1,RWDD3_XENTR,"Q:722-165,H:37-228",39.583,1.87E-35,RWD domain-containing protein 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana,Eukaryota,Silurana
